,name,host_name,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,calculated_host_listings_count,availability_365,room_Entire home/apt,room_Hotel room,room_Private room,room_Shared room,price_category,review_day,review_month,review_year
14416,Hotel standard 1-bedroom with pool 690,Helen,Sathon,13.7087,100.52157,Entire home/apt,1088,1,4,3,356,True,False,False,False,Low,20,11,2022
14417,Near BTS | fast internet | swimming pool,Qiyuan,Phra Khanong,13.690595,100.6112547,Entire home/apt,500,4,4,5,264,True,False,False,False,Low,23,12,2022
14418,Luxury 1BR bathtub sukhumvit 24,Amornsukh,Khlong Toei,13.724522416691,100.56492794305086,Entire home/apt,3200,7,1,16,358,True,False,False,False,High,11,11,2022
14420,"Ideo Rama 9, new cut, Ramkhamhaeng Soi 7",Mai,Bang Kapi,13.75035,100.60773,Private room,1700,1,0,1,365,False,False,True,False,Medium,11,12,2022
14421,New 2-bedrooms balcony 8mins walk to BTS Ekkamai,Boss,Khlong Toei,13.71397,100.58606,Entire home/apt,2393,1,2,6,330,True,False,False,False,High,3,12,2022
14422,Gedkanokapartment,K.,Bang Khen,13.88977,100.60823,Private room,550,1,0,11,365,False,False,True,False,Low,11,12,2022
14423,Green place,K.,Sai Mai,13.9048022,100.6218445,Private room,590,1,0,11,365,False,False,True,False,Low,11,12,2022
14424,BTS Nana/Night Life./Sukhumvit 11./Pool./No-window,Solitaire Bangkok,Vadhana,13.745166874979974,100.5574665423279,Private room,2000,1,5,9,363,False,False,True,False,Medium,29,11,2022
14425,Big house with nature/Golf Course/Zoo/Parks,Isaree,Min Buri,13.81476,100.69935,Entire home/apt,1350,2,0,2,345,True,False,False,False,Medium,11,12,2022
14426,Refinished Townhouse in Prime Downtown Sukhumvit,Jonathan,Khlong Toei,13.72553,100.56256,Entire home/apt,1173,2,3,1,331,True,False,False,False,Medium,10,12,2022
14427,ฟิตเนสว่ายน้ำใกล้BTSพระโขนง ห้องประชุม,Ploynaphat,Vadhana,13.71419,100.5989,Private room,1500,1,0,1,0,False,False,True,False,Medium,11,12,2022
14428,Private Standard 1-bedroom near BTS Ratchathewi,Siam,Ratchathewi,13.75243,100.52991,Private room,2000,1,3,3,361,False,False,True,False,Medium,4,12,2022
14429,15days!New!Bang Phlat MRT 600m/swiming pool/gym,Curry,Bang Phlat,13.7889383,100.5035996,Entire home/apt,883,15,0,228,253,True,False,False,False,Low,11,12,2022
14430,19F!Perfect location# Pool#Gym@Sukhumvit 24(953),Mike,Khlong Toei,13.72398,100.56605,Entire home/apt,2397,2,5,49,86,True,False,False,False,High,28,11,2022
14431,"MVC@Empire Place
1-BR Villa, 3 Pax
Nov 9-11",Jocelyn Quintela,Sathon,13.7193621,100.5311336,Entire home/apt,3636,2,0,1,0,True,False,False,False,High,11,12,2022
14432,曼谷公寓Rama9中心日式loft公寓长租有优惠,多多,Ratchathewi,13.75498,100.5634,Entire home/apt,2314,1,0,2,303,True,False,False,False,High,11,12,2022
14433,"(2B) 2Bdr friendly apt, easy BTS",Prin,Phaya Thai,13.76763,100.54061,Private room,1200,2,5,4,166,False,False,True,False,Medium,28,11,2022
14435,Charming loft style boutique hotel room (Superior),Reservation,Lat Krabang,13.752634500555867,100.72014598615203,Private room,999,1,0,3,352,False,False,True,False,Low,11,12,2022
14437,BTS Nana./Night life/Sukhumvit 11/Pool/No-Window,Solitaire Bangkok,Vadhana,13.74513039942999,100.55744508465578,Private room,1657,1,11,9,360,False,False,True,False,Medium,22,12,2022
14438,1BR Twin Suit 2ppl/Surasak BTS Sathorn/Pool /WIFI,Noons,Sathon,13.7107766,100.5198909,Entire home/apt,1244,1,0,99,360,True,False,False,False,Medium,11,12,2022
14439,City Condo - with amazing view,Freya,Ratchathewi,13.74982,100.55745,Entire home/apt,3500,7,4,2,319,True,False,False,False,High,8,12,2022
14440,30days! AirportLink Sukhumvit NANA MaxValu 2BR(4P),Noons,Ratchathewi,13.7503317,100.5555379,Entire home/apt,2527,3,3,99,363,True,False,False,False,High,30,11,2022
14441,rama9/studio/无边泳池/新火车夜市/中国大使馆/rca酒吧街,Alex,Ratchathewi,13.75303,100.56293,Entire home/apt,1327,7,0,13,359,True,False,False,False,Medium,11,12,2022
14442,Chic Condo 1 bedroom apartment,Jess,Huai Khwang,13.74568,100.58295,Entire home/apt,1357,7,1,1,71,True,False,False,False,Medium,2,11,2022
14445,Near The Grand Palace/ASOK Station/Sukhumvit,Curry,Khlong Toei,13.7348564,100.5579603,Entire home/apt,1729,1,1,228,356,True,False,False,False,Medium,30,10,2022
14446,23F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Weeraya,Vadhana,13.74479,100.55769,Entire home/apt,2271,2,4,35,51,True,False,False,False,High,23,12,2022
14447,27F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Weeraya,Vadhana,13.74395,100.55587,Entire home/apt,2315,2,5,35,60,True,False,False,False,High,12,12,2022
14448,Relaxing Room New Furnishing No.2 (33/11),Kriangsit,Pra Wet,13.69125,100.64488,Private room,650,15,1,4,354,False,False,True,False,Low,7,12,2022
14449,27F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,Weeraya,Vadhana,13.74368,100.55724,Entire home/apt,2286,2,5,35,75,True,False,False,False,High,17,12,2022
14450,Khaosan DD Bangkok,Natha,Phra Nakhon,13.7601,100.4958,Private room,990,1,9,18,364,False,False,True,False,Low,13,12,2022
14451,"Nice 2 bedrooms, 90 sqm - central area",Krittika,Khlong Toei,13.73624,100.55172,Private room,11000,1,1,44,365,False,False,True,False,High,5,12,2022
14452,"Nice 2 bedrooms, 90sqm - central area",Krittika,Parthum Wan,13.73584,100.54972,Private room,12250,1,0,44,365,False,False,True,False,High,11,12,2022
14453,ชีวาทัย ทองหล่อ ที่พักสงบเงียบ ใจกลางเมือง,Paradorn,Vadhana,13.739020643610376,100.58557894080876,Private room,1950,1,0,1,365,False,False,True,False,Medium,11,12,2022
14454,"Lovely studio room, 28sqm - central area",Krittika,Parthum Wan,13.73571,100.55011,Private room,5129,1,0,44,365,False,False,True,False,High,11,12,2022
14455,"Lovely studion, 28 sqm - central area",Krittika,Parthum Wan,13.73756,100.55016,Private room,5657,1,0,44,365,False,False,True,False,High,11,12,2022
14456,"Comfy premium bedroom, 34sqm - central area",Krittika,Khlong Toei,13.73478,100.55685,Entire home/apt,5857,1,0,44,365,True,False,False,False,High,11,12,2022
14457,Cozy studio/sky pool/ 5min from MRT Rama9,Arthur,Ratchathewi,13.7541882,100.5632693,Entire home/apt,1239,15,4,2,107,True,False,False,False,Medium,25,11,2022
14458,2BR 2 Bath Sathorn Garden pool Resort + Fitness,SiamLife,Sathon,13.70938,100.51955,Entire home/apt,2561,5,0,17,235,True,False,False,False,High,11,12,2022
14459,2-mrt rame9 400m-Infinity pool/gym/shopping mall,Summer,Huai Khwang,13.75434,100.5771,Entire home/apt,1375,15,1,25,90,True,False,False,False,Medium,20,10,2022
14460,Stylish 2 bedrooms with great location,Kanjana,Chatu Chak,13.8053452,100.5783885,Entire home/apt,1000,7,0,1,330,True,False,False,False,Low,11,12,2022
14461,Modern&Luxury 2BR Condo/Infinity pool@BTS/Silom,Mary,Bang Rak,13.72159,100.52678,Entire home/apt,6848,6,0,21,155,True,False,False,False,High,11,12,2022
14462,3楼泳池景觀曼谷中心温馨一房公寓/临近bts asok/near terminal 21/双轨交汇,Wilson,Khlong Toei,13.73543,100.55904,Entire home/apt,1671,1,5,29,125,True,False,False,False,Medium,24,11,2022
14463,"Comfy premium bedroom, 34sqm - central area",Krittika,Khlong Toei,13.73421,100.55859,Entire home/apt,6529,1,0,44,365,True,False,False,False,High,11,12,2022
14464,"Comfy lake view bed room, 34sqm - central area",Krittika,Khlong Toei,13.73349,100.55736,Entire home/apt,8143,1,1,44,365,True,False,False,False,High,4,11,2022
14465,- Hyde Sukhumvit 11 - Elegant Design - BTS NANA,Terry,Vadhana,13.74219,100.55692,Entire home/apt,1686,5,2,28,146,True,False,False,False,Medium,7,12,2022
14466,"Convenient transportation, near mrt 200 meters",Phueng,Bang Sue,13.81906473213961,100.53664069622756,Private room,480,3,3,3,147,False,False,True,False,Low,5,12,2022
14467,"Comfy lake view bed room, 34sqm - central area",Krittika,Khlong Toei,13.73398,100.55701,Private room,7286,1,0,44,365,False,False,True,False,High,11,12,2022
14468,POP Heritage Residence One Bed 207,Atawit,Parthum Wan,13.74989,100.51993,Private room,1414,1,0,7,303,False,False,True,False,Medium,11,12,2022
14469,Modern&Luxury 2BR Condo/Infinity pool@BTS/Silom,Mary,Sathon,13.72032,100.52694,Entire home/apt,7485,6,2,21,150,True,False,False,False,High,23,11,2022
14470,Modern&Luxury 2BR Condo/Infinity pool@BTS/Silom,Mary,Bang Rak,13.72211,100.52492,Entire home/apt,8717,6,2,21,175,True,False,False,False,High,9,12,2022
14471,GIRLS only hostel (4 Beds) in Khao San Rd b,The Locals,Phra Nakhon,13.7599493,100.4928178,Shared room,388,1,1,10,1,False,False,False,True,Low,8,11,2022
14472,Luxury room in condo with city view & facilities,Mikey,Khlong Toei,13.7162314640401,100.57484675198792,Private room,2029,7,5,1,326,False,False,True,False,High,22,12,2022
14473,Luxury Rama9,Pluem,Huai Khwang,13.75584,100.56819,Private room,2000,5,1,16,341,False,False,True,False,Medium,6,11,2022
14475,Bann Chanasongkram,พงศธร,Phra Nakhon,13.7612,100.49342,Private room,650,1,2,1,363,False,False,True,False,Low,4,12,2022
14476,Private Queen Fan Bedroom with Balcony,Anthony,Phra Khanong,13.69953,100.60132,Private room,685,3,2,7,343,False,False,True,False,Low,6,11,2022
14477,"39,Downtown Nana Phloinchit BTS, High Speed Wi-Fi",Priyanka And Amrish,Vadhana,13.74659,100.5522,Entire home/apt,967,1,9,2,145,True,False,False,False,Low,26,12,2022
14478,Cozy apartment in the mids of fine dining areas,Win,Vadhana,13.73416,100.58221,Entire home/apt,3199,3,3,6,358,True,False,False,False,High,12,12,2022
14479,15days!New!Bang Phlat MRT 600m/swiming pool/gym,Curry,Bang Phlat,13.7889383,100.5035996,Entire home/apt,883,15,1,228,328,True,False,False,False,Low,26,11,2022
14480,New!  city center / ASOK Station / 2PPL 1BR,Nana,Khlong Toei,13.723233,100.5611192,Entire home/apt,1919,1,3,49,360,True,False,False,False,Medium,12,11,2022
14482,Chi Art Series Hotel - The Stripe Yang Room,Ritdhibhorn,Vadhana,13.7208447,100.5858786,Private room,3557,1,0,8,365,False,False,True,False,High,11,12,2022
14483,1-mrt rame9 400m-Infinity pool/gym/shopping mall,Summer,Huai Khwang,13.7563,100.56658,Entire home/apt,1375,15,1,25,90,True,False,False,False,Medium,20,10,2022
14484,4 Bedroom Penthouse Loft In Amazing Location!,Peter,Vadhana,13.72496,100.57879,Entire home/apt,12686,1,10,1,335,True,False,False,False,High,22,12,2022
14485,ที่พัก 48 ตรม. ในชุมชนที่ปลอดภัย ใกล้ BTS,Prach,Bang Khen,13.86823151247006,100.58941952945668,Private room,520,1,0,1,365,False,False,True,False,Low,11,12,2022
14486,New!  city center / ASOK Station / 2PPL 1BR,Curry,Khlong Toei,13.723233,100.5611192,Entire home/apt,1919,1,3,228,360,True,False,False,False,Medium,22,12,2022
14487,醉人天際廣闊美景/MRT Phra Rama 9 站/臨近夜市/超大型會所配套/地段優越/新落成,Key,Huai Khwang,13.75706,100.56915,Entire home/apt,1991,1,3,2,334,True,False,False,False,Medium,10,12,2022
14488,Charming Deluxe with City view,Reservation,Vadhana,13.7333984,100.5670165,Private room,3456,1,0,3,363,False,False,True,False,High,11,12,2022
14489,1-mrt rame9 400m-Infinity pool gym shopping mall,Iwo,Huai Khwang,13.75572322630787,100.56752298182006,Entire home/apt,1375,15,5,23,364,True,False,False,False,Medium,16,11,2022
14490,"Local artist home, Private Aircon Room*PetFriendly",Upside,Phasi Charoen,13.696052264867744,100.4324408993125,Private room,351,1,3,2,365,False,False,True,False,Low,7,12,2022
14491,2-mrt rame9 400m-Infinity pool gym shopping mall,Iwo,Huai Khwang,13.75475,100.56647,Entire home/apt,1375,15,2,23,364,True,False,False,False,Medium,5,11,2022
14492,Lovely condo!Free pool&WIFI-Asok/SukhumvitBTS! 2PP,Aaron,Khlong Toei,13.7348564,100.5579603,Entire home/apt,1863,1,8,9,362,True,False,False,False,Medium,27,12,2022
14493,16-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75463,100.5852,Entire home/apt,1375,15,2,23,364,True,False,False,False,Medium,16,11,2022
14494,3-mrt rame9 400m-Infinity pool gym shopping mall,Iwo,Huai Khwang,13.75453,100.56861,Entire home/apt,1375,15,0,23,364,True,False,False,False,Medium,11,12,2022
14495,4-Ideo Rama 9 - Asoke mrt rame9 400m,Iwo,Huai Khwang,13.75463,100.56833,Entire home/apt,1375,15,3,23,364,True,False,False,False,Medium,2,11,2022
14496,5-mrt rame9 400m-Infinity pool gym shopping mall,Iwo,Huai Khwang,13.75586,100.56838,Entire home/apt,1375,15,1,23,364,True,False,False,False,Medium,2,11,2022
14497,Cozy MRT Bangyikan near local market,Bkk,Bang Phlat,13.77334,100.48379,Entire home/apt,850,3,0,1,365,True,False,False,False,Low,11,12,2022
14498,New! Gateway/ Bangkok University 1BR 2PPL near BTS,Nana,Khlong Toei,13.7166686,100.5849674,Entire home/apt,2099,1,2,49,362,True,False,False,False,High,22,12,2022
14499,12-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Hi Gravity,Khlong Toei,13.71926,100.57523,Entire home/apt,1581,7,7,45,241,True,False,False,False,Medium,12,12,2022
14500,13-Bts thonglo 700m free swimming pool gym,Hi Gravity,Khlong Toei,13.71874,100.57591,Entire home/apt,1581,7,2,45,241,True,False,False,False,Medium,1,11,2022
14501,15-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Hi Gravity,Khlong Toei,13.72007,100.5755,Entire home/apt,1581,3,2,45,241,True,False,False,False,Medium,1,11,2022
14502,16-BTS Thong Lo free swimming pool and gym,Hi Gravity,Khlong Toei,13.72067,100.57613,Entire home/apt,1581,7,9,45,241,True,False,False,False,Medium,14,12,2022
14503,15-BTS Thong Lo free swimming pool and gym,Hi Gravity,Khlong Toei,13.72297,100.57277,Entire home/apt,1581,7,9,45,241,True,False,False,False,Medium,12,12,2022
14504,17-曼谷市中心豪华温泉酒店公寓 bts thonglo 本地小吃市场免费泳池 健身房,Hi Gravity,Khlong Toei,13.72275,100.57273,Entire home/apt,1581,7,20,45,241,True,False,False,False,Medium,14,12,2022
14505,HPZP_262_Ploenchit & Nana BTS/roof pool/500WiFi,Ed,Khlong Toei,13.739762670365485,100.55187370926213,Entire home/apt,1497,1,14,33,328,True,False,False,False,Medium,13,12,2022
14506,8-Ideo Rama 9 - Asoke mrt rame9 400m,Iwo,Huai Khwang,13.75469,100.56847,Entire home/apt,1375,15,1,23,364,True,False,False,False,Medium,2,11,2022
14507,9-Ideo Rama 9 - Asoke mrt rame9 400m,Iwo,Huai Khwang,13.75627,100.56818,Entire home/apt,1375,15,1,23,364,True,False,False,False,Medium,2,11,2022
14508,10-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75657,100.56691,Entire home/apt,1375,15,6,23,364,True,False,False,False,Medium,16,11,2022
14509,2-mrt rame9 400m-Infinity pool/gym/shopping mall,Hi Gravity,Huai Khwang,13.75458,100.57712,Entire home/apt,1375,15,13,45,243,True,False,False,False,Medium,23,12,2022
14510,3-mrt rame9 400m-Infinity pool/gym/shopping mall,Hi Gravity,Huai Khwang,13.75332,100.58471,Entire home/apt,1375,15,2,45,243,True,False,False,False,Medium,20,10,2022
14511,11-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75692,100.56801,Entire home/apt,1375,15,3,23,364,True,False,False,False,Medium,16,11,2022
14512,12-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75539,100.56852,Entire home/apt,1375,15,3,23,364,True,False,False,False,Medium,16,11,2022
14513,13-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75664,100.56775,Entire home/apt,1375,15,4,23,364,True,False,False,False,Medium,16,11,2022
14514,14-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.7553,100.56643,Entire home/apt,1375,15,3,23,364,True,False,False,False,Medium,16,11,2022
14515,15-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75549,100.56661,Entire home/apt,1375,15,3,23,364,True,False,False,False,Medium,5,11,2022
14516,Lofts Silom,Yoyo,Bang Rak,13.7235,100.52319,Entire home/apt,4000,15,1,10,350,True,False,False,False,High,19,12,2022
14519,17-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75527,100.56658,Entire home/apt,1375,15,4,23,364,True,False,False,False,Medium,16,11,2022
14520,18-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75673,100.56788,Entire home/apt,1375,15,2,23,364,True,False,False,False,Medium,5,11,2022
14521,19-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75527,100.58478,Entire home/apt,1375,15,2,23,364,True,False,False,False,Medium,5,11,2022
14522,20-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75402,100.58324,Entire home/apt,1375,15,0,23,364,True,False,False,False,Medium,11,12,2022
14523,21-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75383,100.58553,Entire home/apt,1375,15,1,23,364,True,False,False,False,Medium,9,11,2022
14524,22-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75384,100.58359,Entire home/apt,1375,15,0,23,364,True,False,False,False,Medium,11,12,2022
14525,23-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75327,100.58517,Entire home/apt,1375,15,0,23,364,True,False,False,False,Medium,11,12,2022
14526,24-Mrt rame9 400米/附近火车夜市/大型商场/按摩/易初莲花超市/无边游泳池,Iwo,Huai Khwang,13.75655,100.56807,Entire home/apt,1375,15,1,23,364,True,False,False,False,Medium,2,11,2022
14527,曼谷老牌商业区发源地高端小区,Zhang,Sathon,13.70831,100.52633,Entire home/apt,1600,15,0,20,79,True,False,False,False,Medium,11,12,2022
14528,配有免费泳池健身房阅览室的地铁旁大户型公寓,Zhang,Thon buri,13.71753,100.4755,Entire home/apt,800,5,0,20,56,True,False,False,False,Low,11,12,2022
14530,Private King En-suite AC Bedroom in house.,Anthony,Phra Khanong,13.6974,100.59912,Private room,800,4,2,7,49,False,False,True,False,Low,2,11,2022
14532,Spacious bedroom with living room at Bangkok-Loft,Sirithorn & Felix,Khlong Toei,13.71293,100.59195,Entire home/apt,1563,3,2,5,341,True,False,False,False,Medium,13,12,2022
14533,Just Us Home Stay - Room 1,Justus,Phaya Thai,13.795284939165214,100.54893508584443,Private room,1400,1,1,4,365,False,False,True,False,Medium,18,12,2022
14534,Luxury Stay in Sukhumvit - 4min walk BTS Ekkamai !,Hii,Khlong Toei,13.71596,100.58567,Entire home/apt,1800,7,3,1,279,True,False,False,False,Medium,8,12,2022
14537,modern Asoke near MRT & BTS asoke station 500m,Pluem,Vadhana,13.742257588953288,100.560091920197,Private room,1700,1,1,16,346,False,False,True,False,Medium,12,11,2022
14538,Cozy Condo Near Airport rail link and major roads,Jakrawan,Suanluang,13.7363,100.64423,Entire home/apt,1369,2,8,1,329,True,False,False,False,Medium,22,12,2022
14539,2 bedrooms at BTS Krung Thon Buri min 14 nights,Lily Duangdao,Khlong San,13.72167,100.49621,Entire home/apt,1950,14,0,7,86,True,False,False,False,Medium,11,12,2022
14540,SALE! 2br for 4 ppl!Surasak BTS/Pool&GYM/WIFI,Lucas,Sathon,13.711271400506616,100.5201056851807,Entire home/apt,2221,1,13,4,173,True,False,False,False,High,21,12,2022
14541,Cosy & Private 1BR at the heart of Bangkok,Thanapat,Parthum Wan,13.74187,100.5501,Private room,3243,1,2,2,361,False,False,True,False,High,26,12,2022
14542,Grand Suites Soi Sukhumvit19 With Pool - D3,Banthueng,Vadhana,13.74227,100.56157,Private room,4120,1,2,7,85,False,False,True,False,High,16,12,2022
14543,Grand Suites Soi Sukhumvit19 With Pool - M,Banthueng,Vadhana,13.74085,100.56001,Entire home/apt,4120,7,0,7,84,True,False,False,False,High,11,12,2022
14544,Weekly! 16F10#BTS Nana 5mins/w#Terminal 21&Max2ppl,潜,Vadhana,13.74382,100.55748,Entire home/apt,1824,2,0,12,48,True,False,False,False,Medium,11,12,2022
14545,17F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,潜,Vadhana,13.74304,100.55567,Entire home/apt,2097,2,4,12,52,True,False,False,False,High,26,11,2022
14546,"Private home with fully furnished, and garden.",Kantapak,Sai Mai,13.90091,100.63404,Entire home/apt,4000,5,1,1,365,True,False,False,False,High,19,12,2022
14547,Weekly! 17F11#BTS Nana 5mins walk#Nana&Max2ppl,潜,Vadhana,13.74353,100.55603,Entire home/apt,2194,2,3,12,70,True,False,False,False,High,28,11,2022
14548,21F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,潜,Vadhana,13.74239,100.55754,Entire home/apt,2043,2,3,12,71,True,False,False,False,High,30,11,2022
14549,"Lovely one bedroom, 55sqm - central area",Krittika,Khlong Toei,13.73564,100.55829,Entire home/apt,8743,1,0,44,365,True,False,False,False,High,11,12,2022
14550,30F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,潜,Vadhana,13.7437,100.55713,Entire home/apt,2043,2,3,12,78,True,False,False,False,High,12,12,2022
14551,"Lovely one bedroom, 55sqm - central area",Krittika,Khlong Toei,13.73539,100.55848,Entire home/apt,8743,1,1,44,365,True,False,False,False,High,24,12,2022
14552,"Lovely one bedroom lake view, 95sqm - central area",Krittika,Khlong Toei,13.73526,100.55664,Entire home/apt,10200,1,0,44,365,True,False,False,False,High,11,12,2022
14553,"Lovely one bedroom lake view, 95sqm - central area",Krittika,Khlong Toei,13.73534,100.55834,Private room,10200,1,0,44,365,False,False,True,False,High,11,12,2022
14554,"Nice family room, 83sqm - central area",Krittika,Khlong Toei,13.73347,100.55751,Entire home/apt,14571,1,0,44,365,True,False,False,False,High,11,12,2022
14555,"Nice family room, 83sqm - central area",Krittika,Khlong Toei,13.73506,100.55885,Entire home/apt,14571,1,0,44,365,True,False,False,False,High,11,12,2022
14556,"Comfy big executive suite, 111sqm - central area",Krittika,Khlong Toei,13.73572,100.557,Entire home/apt,12686,1,0,44,365,True,False,False,False,High,11,12,2022
14558,"Comfy big executive suite, 111sqm - central area",Krittika,Khlong Toei,13.73505,100.55693,Entire home/apt,12686,1,0,44,365,True,False,False,False,High,11,12,2022
14559,Resort Style 1BR Condo BTS Bang Na Free Pick Up,Ken-Bambu,Bang Na,13.67145,100.60359,Entire home/apt,1000,2,2,48,163,True,False,False,False,Low,12,12,2022
14560,New 1BR at MRT Rama9 Nt/Market Free Pickup 中国大使馆附近,Ken-Bambu,Din Daeng,13.76374,100.55998,Entire home/apt,1300,2,3,48,165,True,False,False,False,Medium,22,12,2022
14561,New 1BR at MRT Rama9 Nt/Market Free Pickup 中国大使馆附近,Ken-Bambu,Din Daeng,13.76539,100.5598,Entire home/apt,1200,2,0,48,171,True,False,False,False,Medium,11,12,2022
14562,1-Standard Private bedroom near BTS Ratchathewi,Siam,Ratchathewi,13.75094,100.52889,Private room,2000,1,0,3,363,False,False,True,False,Medium,11,12,2022
14563,Weekly! 19F10#BTS Nana 5mins/w#Terminal 21&Max2ppl,潜,Vadhana,13.74478,100.55545,Entire home/apt,2020,2,4,12,67,True,False,False,False,High,23,12,2022
14564,Weekly! 20F10#BTS Nana 5mins walk#Nana&Max2ppl,潜,Vadhana,13.74539,100.55552,Entire home/apt,2127,2,10,12,57,True,False,False,False,High,28,12,2022
14565,24F10#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,潜,Vadhana,13.74567,100.55595,Entire home/apt,1896,2,5,12,53,True,False,False,False,Medium,16,11,2022
14566,24F11#BTS Nana 5mins walk#Terminal 21#Nana&Max2ppl,潜,Vadhana,13.74369,100.5557,Entire home/apt,2043,2,3,12,55,True,False,False,False,High,22,12,2022
14567,Weekly! 28F11#BTS Nana 5mins/w#Terminal 21&Max2ppl,潜,Vadhana,13.74405,100.55772,Entire home/apt,1865,2,5,12,72,True,False,False,False,Medium,27,12,2022
14569,luxury 5starcondo/asok bts mrt/sky pool freepickup,Peppa,Vadhana,13.7370692645951,100.56120860397498,Private room,2429,1,9,4,155,False,False,True,False,High,25,12,2022
14570,VIP Suite 1-Bedroom with Special benefit.,Darisa,Vadhana,13.73445,100.58403,Private room,6429,1,0,11,365,False,False,True,False,High,11,12,2022
14571,Modern&Luxury Condo/Infinity pool@BTS/Silom,Mary,Bang Rak,13.72213,100.52481,Entire home/apt,4588,10,1,21,151,True,False,False,False,High,22,12,2022
14572,Modern&Luxury Condo/Infinity pool@BTS/Silom,Mary,Bang Rak,13.72051,100.52482,Entire home/apt,4588,10,2,21,130,True,False,False,False,High,12,12,2022
14573,Modern&Luxury Condo/Infinity pool@BTS/Silom,Mary,Bang Rak,13.72065,100.525,Entire home/apt,4588,10,1,21,153,True,False,False,False,High,4,12,2022
14574,Modern&Luxury Condo/Infinity pool@BTS/Silom,Mary,Sathon,13.71997,100.52705,Entire home/apt,4188,10,0,21,172,True,False,False,False,High,11,12,2022
14575,"Cozy 2 King beds,Nice pool, BTS Asok, Sukhumvit",Chonny,Khlong Toei,13.73401,100.55849,Entire home/apt,1780,1,8,19,273,True,False,False,False,Medium,25,12,2022
14576,"2 Big beds&Nice pool, BTS Asok,Sukhumvit",Chonny,Khlong Toei,13.73583,100.55877,Entire home/apt,1780,1,10,19,259,True,False,False,False,Medium,17,12,2022
14577,"2 Bedrooms, BTS Asok, Terminal 21, Sukhumvit",Chonny,Khlong Toei,13.73393,100.55884,Entire home/apt,3400,1,12,19,304,True,False,False,False,High,22,12,2022
14580,เตียง7ฟุตในห้องพัก ไกล้สนามบินดอนเมือง,Suporn,Don Mueang,13.90324,100.58657,Private room,890,1,0,8,361,False,False,True,False,Low,11,12,2022
14581,"Perfect one bedroom suite, 48sqm - central area",Krittika,Vadhana,13.73855,100.57964,Private room,7093,1,0,44,365,False,False,True,False,High,11,12,2022
14582,"Perfect one bedroom suite, 48sqm - central area",Krittika,Vadhana,13.7394,100.58139,Private room,7093,1,0,44,365,False,False,True,False,High,11,12,2022
14583,"Perfect 2bedrooms residence, 90sqm - central area",Krittika,Vadhana,13.73832,100.58172,Private room,15893,1,0,44,365,False,False,True,False,High,11,12,2022
14584,"Perfect 2bedrooms residence, 90sqm - central area",Krittika,Vadhana,13.73793,100.57948,Private room,15893,1,0,44,365,False,False,True,False,High,11,12,2022
14585,"HappyZleepy36_2BR_2 mins to NANA BTS, WiFi 500 MBs",Ed,Vadhana,13.74365,100.55624,Entire home/apt,3438,1,4,33,289,True,False,False,False,High,3,12,2022
14587,Luxury condo/SKy pool@BTS@Phrom phong,Mary,Vadhana,13.73486,100.56676,Entire home/apt,2669,3,4,21,115,True,False,False,False,High,7,12,2022
